,time,cell_count,egf_count,active_egfr,inactive_egfr,egfr,egf,diss_const,k1,sim
45,72000,1,386,0,9,9.0,0.8,0.01,0.8,4.0
46,144000,2,389,0,18,9.0,0.8,0.01,0.8,4.0
47,216000,4,374,4,32,9.0,0.8,0.01,0.8,4.0
48,288000,2,372,1,17,9.0,0.8,0.01,0.8,4.0
49,360000,0,380,0,0,9.0,0.8,0.01,0.8,4.0
50,432000,0,357,0,0,9.0,0.8,0.01,0.8,4.0
51,504000,0,404,0,0,9.0,0.8,0.01,0.8,4.0
52,576000,0,410,0,0,9.0,0.8,0.01,0.8,4.0
53,648000,0,413,0,0,9.0,0.8,0.01,0.8,4.0
54,720000,0,388,0,0,9.0,0.8,0.01,0.8,4.0
55,792000,0,370,0,0,9.0,0.8,0.01,0.8,4.0
56,864000,0,370,0,0,9.0,0.8,0.01,0.8,4.0
57,936000,0,403,0,0,9.0,0.8,0.01,0.8,4.0
58,1008000,0,421,0,0,9.0,0.8,0.01,0.8,4.0
59,1080000,0,396,0,0,9.0,0.8,0.01,0.8,4.0
60,72000,1,384,2,7,9.0,0.8,0.01,0.8,5.0
61,144000,0,390,0,0,9.0,0.8,0.01,0.8,5.0
62,216000,0,403,0,0,9.0,0.8,0.01,0.8,5.0
63,288000,0,421,0,0,9.0,0.8,0.01,0.8,5.0
64,360000,0,399,0,0,9.0,0.8,0.01,0.8,5.0
65,432000,0,411,0,0,9.0,0.8,0.01,0.8,5.0
66,504000,0,414,0,0,9.0,0.8,0.01,0.8,5.0
67,576000,0,402,0,0,9.0,0.8,0.01,0.8,5.0
68,648000,0,397,0,0,9.0,0.8,0.01,0.8,5.0
69,720000,0,396,0,0,9.0,0.8,0.01,0.8,5.0
70,792000,0,407,0,0,9.0,0.8,0.01,0.8,5.0
71,864000,0,371,0,0,9.0,0.8,0.01,0.8,5.0
72,936000,0,391,0,0,9.0,0.8,0.01,0.8,5.0
73,1008000,0,421,0,0,9.0,0.8,0.01,0.8,5.0
74,1080000,0,384,0,0,9.0,0.8,0.01,0.8,5.0
75,72000,1,401,1,8,9.0,0.8,0.01,0.8,6.0
76,144000,1,389,2,7,9.0,0.8,0.01,0.8,6.0
77,216000,0,391,0,0,9.0,0.8,0.01,0.8,6.0
78,288000,0,370,0,0,9.0,0.8,0.01,0.8,6.0
79,360000,0,370,0,0,9.0,0.8,0.01,0.8,6.0
80,432000,0,367,0,0,9.0,0.8,0.01,0.8,6.0
81,504000,0,372,0,0,9.0,0.8,0.01,0.8,6.0
82,576000,0,419,0,0,9.0,0.8,0.01,0.8,6.0
83,648000,0,407,0,0,9.0,0.8,0.01,0.8,6.0
84,720000,0,390,0,0,9.0,0.8,0.01,0.8,6.0
85,792000,0,393,0,0,9.0,0.8,0.01,0.8,6.0
86,864000,0,376,0,0,9.0,0.8,0.01,0.8,6.0
87,936000,0,388,0,0,9.0,0.8,0.01,0.8,6.0
88,1008000,0,385,0,0,9.0,0.8,0.01,0.8,6.0
89,1080000,0,389,0,0,9.0,0.8,0.01,0.8,6.0
90,72000,1,395,0,9,9.0,0.8,0.01,0.8,7.0
91,144000,0,408,0,0,9.0,0.8,0.01,0.8,7.0
92,216000,0,394,0,0,9.0,0.8,0.01,0.8,7.0
93,288000,0,417,0,0,9.0,0.8,0.01,0.8,7.0
94,360000,0,405,0,0,9.0,0.8,0.01,0.8,7.0
95,432000,0,401,0,0,9.0,0.8,0.01,0.8,7.0
96,504000,0,412,0,0,9.0,0.8,0.01,0.8,7.0
97,576000,0,397,0,0,9.0,0.8,0.01,0.8,7.0
98,648000,0,389,0,0,9.0,0.8,0.01,0.8,7.0
99,720000,0,393,0,0,9.0,0.8,0.01,0.8,7.0
100,792000,0,413,0,0,9.0,0.8,0.01,0.8,7.0
101,864000,0,379,0,0,9.0,0.8,0.01,0.8,7.0
102,936000,0,396,0,0,9.0,0.8,0.01,0.8,7.0
103,1008000,0,389,0,0,9.0,0.8,0.01,0.8,7.0
104,1080000,0,392,0,0,9.0,0.8,0.01,0.8,7.0
105,72000,1,378,2,7,9.0,0.8,0.01,0.8,8.0
106,144000,3,380,0,27,9.0,0.8,0.01,0.8,8.0
107,216000,4,376,0,36,9.0,0.8,0.01,0.8,8.0
108,288000,4,368,0,36,9.0,0.8,0.01,0.8,8.0
109,360000,4,334,4,32,9.0,0.8,0.01,0.8,8.0
110,432000,2,382,1,17,9.0,0.8,0.01,0.8,8.0
111,504000,0,371,0,0,9.0,0.8,0.01,0.8,8.0
112,576000,0,381,0,0,9.0,0.8,0.01,0.8,8.0
113,648000,0,385,0,0,9.0,0.8,0.01,0.8,8.0
114,720000,0,391,0,0,9.0,0.8,0.01,0.8,8.0
115,792000,0,392,0,0,9.0,0.8,0.01,0.8,8.0
116,864000,0,392,0,0,9.0,0.8,0.01,0.8,8.0
117,936000,0,412,0,0,9.0,0.8,0.01,0.8,8.0
118,1008000,0,402,0,0,9.0,0.8,0.01,0.8,8.0
119,1080000,0,412,0,0,9.0,0.8,0.01,0.8,8.0
120,72000,1,404,0,9,9.0,0.8,0.01,0.8,9.0
121,144000,1,399,0,9,9.0,0.8,0.01,0.8,9.0
122,216000,0,378,0,0,9.0,0.8,0.01,0.8,9.0
123,288000,0,417,0,0,9.0,0.8,0.01,0.8,9.0
124,360000,0,427,0,0,9.0,0.8,0.01,0.8,9.0
125,432000,0,418,0,0,9.0,0.8,0.01,0.8,9.0
126,504000,0,435,0,0,9.0,0.8,0.01,0.8,9.0
127,576000,0,396,0,0,9.0,0.8,0.01,0.8,9.0
128,648000,0,389,0,0,9.0,0.8,0.01,0.8,9.0
129,720000,0,415,0,0,9.0,0.8,0.01,0.8,9.0
130,792000,0,394,0,0,9.0,0.8,0.01,0.8,9.0
131,864000,0,394,0,0,9.0,0.8,0.01,0.8,9.0
132,936000,0,413,0,0,9.0,0.8,0.01,0.8,9.0
133,1008000,0,399,0,0,9.0,0.8,0.01,0.8,9.0
134,1080000,0,407,0,0,9.0,0.8,0.01,0.8,9.0
135,72000,1,374,0,9,9.0,0.8,0.01,0.8,10.0
136,144000,1,372,1,8,9.0,0.8,0.01,0.8,10.0
137,216000,0,373,0,0,9.0,0.8,0.01,0.8,10.0
138,288000,0,385,0,0,9.0,0.8,0.01,0.8,10.0
139,360000,0,383,0,0,9.0,0.8,0.01,0.8,10.0
140,432000,0,402,0,0,9.0,0.8,0.01,0.8,10.0
141,504000,0,399,0,0,9.0,0.8,0.01,0.8,10.0
142,576000,0,390,0,0,9.0,0.8,0.01,0.8,10.0
143,648000,0,396,0,0,9.0,0.8,0.01,0.8,10.0
144,720000,0,384,0,0,9.0,0.8,0.01,0.8,10.0
145,792000,0,399,0,0,9.0,0.8,0.01,0.8,10.0
146,864000,0,418,0,0,9.0,0.8,0.01,0.8,10.0
147,936000,0,395,0,0,9.0,0.8,0.01,0.8,10.0
148,1008000,0,405,0,0,9.0,0.8,0.01,0.8,10.0
149,1080000,0,390,0,0,9.0,0.8,0.01,0.8,10.0
150,72000,1,398,0,9,9.0,0.8,0.01,0.8,11.0
151,144000,0,401,0,0,9.0,0.8,0.01,0.8,11.0
152,216000,0,393,0,0,9.0,0.8,0.01,0.8,11.0
153,288000,0,387,0,0,9.0,0.8,0.01,0.8,11.0
154,360000,0,384,0,0,9.0,0.8,0.01,0.8,11.0
155,432000,0,396,0,0,9.0,0.8,0.01,0.8,11.0
156,504000,0,406,0,0,9.0,0.8,0.01,0.8,11.0
157,576000,0,401,0,0,9.0,0.8,0.01,0.8,11.0
158,648000,0,370,0,0,9.0,0.8,0.01,0.8,11.0
159,720000,0,381,0,0,9.0,0.8,0.01,0.8,11.0
160,792000,0,397,0,0,9.0,0.8,0.01,0.8,11.0
161,864000,0,422,0,0,9.0,0.8,0.01,0.8,11.0
162,936000,0,400,0,0,9.0,0.8,0.01,0.8,11.0
163,1008000,0,385,0,0,9.0,0.8,0.01,0.8,11.0
164,1080000,0,391,0,0,9.0,0.8,0.01,0.8,11.0
165,72000,1,402,0,9,9.0,0.8,0.01,0.8,12.0
166,144000,0,413,0,0,9.0,0.8,0.01,0.8,12.0
167,216000,0,373,0,0,9.0,0.8,0.01,0.8,12.0
168,288000,0,383,0,0,9.0,0.8,0.01,0.8,12.0
169,360000,0,399,0,0,9.0,0.8,0.01,0.8,12.0
170,432000,0,391,0,0,9.0,0.8,0.01,0.8,12.0
171,504000,0,355,0,0,9.0,0.8,0.01,0.8,12.0
172,576000,0,405,0,0,9.0,0.8,0.01,0.8,12.0
173,648000,0,387,0,0,9.0,0.8,0.01,0.8,12.0
174,720000,0,395,0,0,9.0,0.8,0.01,0.8,12.0
175,792000,0,416,0,0,9.0,0.8,0.01,0.8,12.0
176,864000,0,424,0,0,9.0,0.8,0.01,0.8,12.0
177,936000,0,416,0,0,9.0,0.8,0.01,0.8,12.0
178,1008000,0,418,0,0,9.0,0.8,0.01,0.8,12.0
179,1080000,0,398,0,0,9.0,0.8,0.01,0.8,12.0
180,72000,1,377,0,9,9.0,0.8,0.01,0.8,13.0
181,144000,0,368,0,0,9.0,0.8,0.01,0.8,13.0
182,216000,0,384,0,0,9.0,0.8,0.01,0.8,13.0
183,288000,0,398,0,0,9.0,0.8,0.01,0.8,13.0
184,360000,0,414,0,0,9.0,0.8,0.01,0.8,13.0
185,432000,0,391,0,0,9.0,0.8,0.01,0.8,13.0
186,504000,0,432,0,0,9.0,0.8,0.01,0.8,13.0
187,576000,0,406,0,0,9.0,0.8,0.01,0.8,13.0
188,648000,0,393,0,0,9.0,0.8,0.01,0.8,13.0
189,720000,0,396,0,0,9.0,0.8,0.01,0.8,13.0
190,792000,0,394,0,0,9.0,0.8,0.01,0.8,13.0
191,864000,0,422,0,0,9.0,0.8,0.01,0.8,13.0
192,936000,0,389,0,0,9.0,0.8,0.01,0.8,13.0
193,1008000,0,405,0,0,9.0,0.8,0.01,0.8,13.0
194,1080000,0,380,0,0,9.0,0.8,0.01,0.8,13.0
195,72000,1,367,0,9,9.0,0.8,0.01,0.8,14.0
196,144000,2,371,0,18,9.0,0.8,0.01,0.8,14.0
197,216000,1,375,0,9,9.0,0.8,0.01,0.8,14.0
198,288000,0,419,0,0,9.0,0.8,0.01,0.8,14.0
199,360000,0,411,0,0,9.0,0.8,0.01,0.8,14.0
200,432000,0,400,0,0,9.0,0.8,0.01,0.8,14.0
201,504000,0,402,0,0,9.0,0.8,0.01,0.8,14.0
202,576000,0,386,0,0,9.0,0.8,0.01,0.8,14.0
203,648000,0,399,0,0,9.0,0.8,0.01,0.8,14.0
204,720000,0,397,0,0,9.0,0.8,0.01,0.8,14.0
205,792000,0,432,0,0,9.0,0.8,0.01,0.8,14.0
206,864000,0,417,0,0,9.0,0.8,0.01,0.8,14.0
207,936000,0,406,0,0,9.0,0.8,0.01,0.8,14.0
208,1008000,0,382,0,0,9.0,0.8,0.01,0.8,14.0
209,1080000,0,370,0,0,9.0,0.8,0.01,0.8,14.0
210,72000,1,383,0,9,9.0,0.8,0.01,0.8,15.0
211,144000,0,399,0,0,9.0,0.8,0.01,0.8,15.0
212,216000,0,399,0,0,9.0,0.8,0.01,0.8,15.0
213,288000,0,384,0,0,9.0,0.8,0.01,0.8,15.0
214,360000,0,393,0,0,9.0,0.8,0.01,0.8,15.0
215,432000,0,381,0,0,9.0,0.8,0.01,0.8,15.0
216,504000,0,375,0,0,9.0,0.8,0.01,0.8,15.0
217,576000,0,411,0,0,9.0,0.8,0.01,0.8,15.0
218,648000,0,414,0,0,9.0,0.8,0.01,0.8,15.0
219,720000,0,397,0,0,9.0,0.8,0.01,0.8,15.0
220,792000,0,411,0,0,9.0,0.8,0.01,0.8,15.0
221,864000,0,396,0,0,9.0,0.8,0.01,0.8,15.0
222,936000,0,402,0,0,9.0,0.8,0.01,0.8,15.0
223,1008000,0,405,0,0,9.0,0.8,0.01,0.8,15.0
224,1080000,0,422,0,0,9.0,0.8,0.01,0.8,15.0
225,72000,1,389,0,9,9.0,0.8,0.01,0.8,16.0
226,144000,0,382,0,0,9.0,0.8,0.01,0.8,16.0
227,216000,0,379,0,0,9.0,0.8,0.01,0.8,16.0
228,288000,0,404,0,0,9.0,0.8,0.01,0.8,16.0
229,360000,0,403,0,0,9.0,0.8,0.01,0.8,16.0
230,432000,0,410,0,0,9.0,0.8,0.01,0.8,16.0
231,504000,0,385,0,0,9.0,0.8,0.01,0.8,16.0
232,576000,0,382,0,0,9.0,0.8,0.01,0.8,16.0
233,648000,0,383,0,0,9.0,0.8,0.01,0.8,16.0
234,720000,0,399,0,0,9.0,0.8,0.01,0.8,16.0
235,792000,0,409,0,0,9.0,0.8,0.01,0.8,16.0
236,864000,0,391,0,0,9.0,0.8,0.01,0.8,16.0
237,936000,0,396,0,0,9.0,0.8,0.01,0.8,16.0
238,1008000,0,391,0,0,9.0,0.8,0.01,0.8,16.0
239,1080000,0,408,0,0,9.0,0.8,0.01,0.8,16.0
240,72000,1,393,1,8,9.0,0.8,0.01,0.8,17.0
241,144000,0,369,0,0,9.0,0.8,0.01,0.8,17.0
242,216000,0,400,0,0,9.0,0.8,0.01,0.8,17.0
243,288000,0,395,0,0,9.0,0.8,0.01,0.8,17.0
244,360000,0,391,0,0,9.0,0.8,0.01,0.8,17.0
245,432000,0,404,0,0,9.0,0.8,0.01,0.8,17.0
246,504000,0,398,0,0,9.0,0.8,0.01,0.8,17.0
247,576000,0,381,0,0,9.0,0.8,0.01,0.8,17.0
248,648000,0,380,0,0,9.0,0.8,0.01,0.8,17.0
249,720000,0,394,0,0,9.0,0.8,0.01,0.8,17.0
250,792000,0,397,0,0,9.0,0.8,0.01,0.8,17.0
251,864000,0,376,0,0,9.0,0.8,0.01,0.8,17.0
252,936000,0,371,0,0,9.0,0.8,0.01,0.8,17.0
253,1008000,0,374,0,0,9.0,0.8,0.01,0.8,17.0
254,1080000,0,388,0,0,9.0,0.8,0.01,0.8,17.0
255,72000,1,387,1,8,9.0,0.8,0.01,0.8,18.0
256,144000,0,389,0,0,9.0,0.8,0.01,0.8,18.0
257,216000,0,360,0,0,9.0,0.8,0.01,0.8,18.0
258,288000,0,406,0,0,9.0,0.8,0.01,0.8,18.0
259,360000,0,401,0,0,9.0,0.8,0.01,0.8,18.0
260,432000,0,401,0,0,9.0,0.8,0.01,0.8,18.0
261,504000,0,397,0,0,9.0,0.8,0.01,0.8,18.0
262,576000,0,415,0,0,9.0,0.8,0.01,0.8,18.0
263,648000,0,394,0,0,9.0,0.8,0.01,0.8,18.0
264,720000,0,416,0,0,9.0,0.8,0.01,0.8,18.0
265,792000,0,402,0,0,9.0,0.8,0.01,0.8,18.0
266,864000,0,399,0,0,9.0,0.8,0.01,0.8,18.0
267,936000,0,382,0,0,9.0,0.8,0.01,0.8,18.0
268,1008000,0,400,0,0,9.0,0.8,0.01,0.8,18.0
269,1080000,0,395,0,0,9.0,0.8,0.01,0.8,18.0
270,72000,1,363,0,9,9.0,0.8,0.01,0.8,19.0
271,144000,0,375,0,0,9.0,0.8,0.01,0.8,19.0
272,216000,0,398,0,0,9.0,0.8,0.01,0.8,19.0
273,288000,0,380,0,0,9.0,0.8,0.01,0.8,19.0
274,360000,0,380,0,0,9.0,0.8,0.01,0.8,19.0
275,432000,0,386,0,0,9.0,0.8,0.01,0.8,19.0
276,504000,0,382,0,0,9.0,0.8,0.01,0.8,19.0
277,576000,0,406,0,0,9.0,0.8,0.01,0.8,19.0
278,648000,0,392,0,0,9.0,0.8,0.01,0.8,19.0
279,720000,0,393,0,0,9.0,0.8,0.01,0.8,19.0
280,792000,0,378,0,0,9.0,0.8,0.01,0.8,19.0
281,864000,0,380,0,0,9.0,0.8,0.01,0.8,19.0
282,936000,0,409,0,0,9.0,0.8,0.01,0.8,19.0
283,1008000,0,394,0,0,9.0,0.8,0.01,0.8,19.0
284,1080000,0,406,0,0,9.0,0.8,0.01,0.8,19.0
285,72000,1,399,0,9,9.0,0.8,0.01,0.8,20.0
286,144000,2,379,1,17,9.0,0.8,0.01,0.8,20.0
287,216000,0,386,0,0,9.0,0.8,0.01,0.8,20.0
288,288000,0,399,0,0,9.0,0.8,0.01,0.8,20.0
289,360000,0,394,0,0,9.0,0.8,0.01,0.8,20.0
290,432000,0,409,0,0,9.0,0.8,0.01,0.8,20.0
291,504000,0,409,0,0,9.0,0.8,0.01,0.8,20.0
292,576000,0,406,0,0,9.0,0.8,0.01,0.8,20.0
293,648000,0,394,0,0,9.0,0.8,0.01,0.8,20.0
294,720000,0,408,0,0,9.0,0.8,0.01,0.8,20.0
295,792000,0,418,0,0,9.0,0.8,0.01,0.8,20.0
296,864000,0,391,0,0,9.0,0.8,0.01,0.8,20.0
297,936000,0,398,0,0,9.0,0.8,0.01,0.8,20.0
298,1008000,0,386,0,0,9.0,0.8,0.01,0.8,20.0
299,1080000,0,396,0,0,9.0,0.8,0.01,0.8,20.0
300,72000,1,211,4,5,9.0,0.4,0.001388888888888889,1.3,1.0
301,144000,1,187,2,7,9.0,0.4,0.001388888888888889,1.3,1.0
302,216000,4,188,0,36,9.0,0.4,0.001388888888888889,1.3,1.0
303,288000,5,187,8,37,9.0,0.4,0.001388888888888889,1.3,1.0
304,360000,9,186,10,71,9.0,0.4,0.001388888888888889,1.3,1.0
305,432000,12,175,13,95,9.0,0.4,0.001388888888888889,1.3,1.0
306,504000,16,168,9,135,9.0,0.4,0.001388888888888889,1.3,1.0
307,576000,16,167,12,132,9.0,0.4,0.001388888888888889,1.3,1.0
308,648000,20,167,11,169,9.0,0.4,0.001388888888888889,1.3,1.0
309,720000,20,168,12,168,9.0,0.4,0.001388888888888889,1.3,1.0
310,792000,20,168,17,163,9.0,0.4,0.001388888888888889,1.3,1.0
311,864000,22,140,14,184,9.0,0.4,0.001388888888888889,1.3,1.0
312,936000,24,151,21,195,9.0,0.4,0.001388888888888889,1.3,1.0
313,1008000,30,162,26,244,9.0,0.4,0.001388888888888889,1.3,1.0
314,1080000,34,151,25,281,9.0,0.4,0.001388888888888889,1.3,1.0
315,72000,1,200,1,8,9.0,0.4,0.001388888888888889,1.3,2.0
316,144000,1,195,1,8,9.0,0.4,0.001388888888888889,1.3,2.0
317,216000,3,177,3,24,9.0,0.4,0.001388888888888889,1.3,2.0
318,288000,4,196,0,36,9.0,0.4,0.001388888888888889,1.3,2.0
319,360000,5,180,8,37,9.0,0.4,0.001388888888888889,1.3,2.0
320,432000,4,173,3,33,9.0,0.4,0.001388888888888889,1.3,2.0
321,504000,6,166,11,43,9.0,0.4,0.001388888888888889,1.3,2.0
322,576000,8,170,7,65,9.0,0.4,0.001388888888888889,1.3,2.0
323,648000,11,164,13,86,9.0,0.4,0.001388888888888889,1.3,2.0
324,720000,15,175,11,124,9.0,0.4,0.001388888888888889,1.3,2.0
325,792000,11,172,7,92,9.0,0.4,0.001388888888888889,1.3,2.0
326,864000,15,152,17,118,9.0,0.4,0.001388888888888889,1.3,2.0
327,936000,18,149,8,154,9.0,0.4,0.001388888888888889,1.3,2.0
328,1008000,16,156,15,129,9.0,0.4,0.001388888888888889,1.3,2.0
329,1080000,20,140,19,161,9.0,0.4,0.001388888888888889,1.3,2.0
330,72000,1,201,2,7,9.0,0.4,0.001388888888888889,1.3,3.0
331,144000,3,200,0,27,9.0,0.4,0.001388888888888889,1.3,3.0
332,216000,2,189,0,18,9.0,0.4,0.001388888888888889,1.3,3.0
333,288000,2,198,1,17,9.0,0.4,0.001388888888888889,1.3,3.0
334,360000,5,198,6,39,9.0,0.4,0.001388888888888889,1.3,3.0
335,432000,6,164,13,41,9.0,0.4,0.001388888888888889,1.3,3.0
336,504000,9,181,10,71,9.0,0.4,0.001388888888888889,1.3,3.0
337,576000,6,185,10,44,9.0,0.4,0.001388888888888889,1.3,3.0
338,648000,8,191,7,65,9.0,0.4,0.001388888888888889,1.3,3.0
339,720000,8,188,13,59,9.0,0.4,0.001388888888888889,1.3,3.0
340,792000,15,177,16,119,9.0,0.4,0.001388888888888889,1.3,3.0
341,864000,20,158,10,170,9.0,0.4,0.001388888888888889,1.3,3.0
342,936000,15,152,10,125,9.0,0.4,0.001388888888888889,1.3,3.0
343,1008000,15,150,11,124,9.0,0.4,0.001388888888888889,1.3,3.0
344,1080000,13,150,9,108,9.0,0.4,0.001388888888888889,1.3,3.0
345,72000,1,198,5,4,9.0,0.4,0.001388888888888889,1.3,4.0
346,144000,3,201,2,25,9.0,0.4,0.001388888888888889,1.3,4.0
347,216000,6,187,6,48,9.0,0.4,0.001388888888888889,1.3,4.0
348,288000,6,178,9,45,9.0,0.4,0.001388888888888889,1.3,4.0
349,360000,11,162,7,92,9.0,0.4,0.001388888888888889,1.3,4.0
350,432000,8,162,11,61,9.0,0.4,0.001388888888888889,1.3,4.0
351,504000,6,181,10,44,9.0,0.4,0.001388888888888889,1.3,4.0
352,576000,12,165,14,94,9.0,0.4,0.001388888888888889,1.3,4.0
353,648000,18,161,13,149,9.0,0.4,0.001388888888888889,1.3,4.0
354,720000,16,160,13,131,9.0,0.4,0.001388888888888889,1.3,4.0
355,792000,21,160,15,174,9.0,0.4,0.001388888888888889,1.3,4.0
356,864000,22,150,14,184,9.0,0.4,0.001388888888888889,1.3,4.0
357,936000,26,143,16,218,9.0,0.4,0.001388888888888889,1.3,4.0
358,1008000,33,142,24,273,9.0,0.4,0.001388888888888889,1.3,4.0
359,1080000,38,130,13,329,9.0,0.4,0.001388888888888889,1.3,4.0
360,72000,1,187,2,7,9.0,0.4,0.001388888888888889,1.3,5.0
361,144000,1,183,0,9,9.0,0.4,0.001388888888888889,1.3,5.0
362,216000,0,188,0,0,9.0,0.4,0.001388888888888889,1.3,5.0
363,288000,0,183,0,0,9.0,0.4,0.001388888888888889,1.3,5.0
364,360000,0,186,0,0,9.0,0.4,0.001388888888888889,1.3,5.0
365,432000,0,187,0,0,9.0,0.4,0.001388888888888889,1.3,5.0
366,504000,0,192,0,0,9.0,0.4,0.001388888888888889,1.3,5.0
367,576000,0,184,0,0,9.0,0.4,0.001388888888888889,1.3,5.0
368,648000,0,200,0,0,9.0,0.4,0.001388888888888889,1.3,5.0
369,720000,0,199,0,0,9.0,0.4,0.001388888888888889,1.3,5.0
370,792000,0,199,0,0,9.0,0.4,0.001388888888888889,1.3,5.0
371,864000,0,203,0,0,9.0,0.4,0.001388888888888889,1.3,5.0
372,936000,0,204,0,0,9.0,0.4,0.001388888888888889,1.3,5.0
373,1008000,0,213,0,0,9.0,0.4,0.001388888888888889,1.3,5.0
374,1080000,0,199,0,0,9.0,0.4,0.001388888888888889,1.3,5.0
375,72000,1,184,2,7,9.0,0.4,0.001388888888888889,1.3,6.0
376,144000,2,182,2,16,9.0,0.4,0.001388888888888889,1.3,6.0
377,216000,4,184,5,31,9.0,0.4,0.001388888888888889,1.3,6.0
378,288000,4,179,8,28,9.0,0.4,0.001388888888888889,1.3,6.0
379,360000,8,181,13,59,9.0,0.4,0.001388888888888889,1.3,6.0
380,432000,10,167,10,80,9.0,0.4,0.001388888888888889,1.3,6.0
381,504000,13,170,9,108,9.0,0.4,0.001388888888888889,1.3,6.0
382,576000,8,171,8,64,9.0,0.4,0.001388888888888889,1.3,6.0
383,648000,10,168,12,78,9.0,0.4,0.001388888888888889,1.3,6.0
384,720000,14,166,9,117,9.0,0.4,0.001388888888888889,1.3,6.0
385,792000,18,158,17,145,9.0,0.4,0.001388888888888889,1.3,6.0
386,864000,23,157,9,198,9.0,0.4,0.001388888888888889,1.3,6.0
387,936000,21,160,7,182,9.0,0.4,0.001388888888888889,1.3,6.0
388,1008000,12,170,5,103,9.0,0.4,0.001388888888888889,1.3,6.0
389,1080000,9,168,5,76,9.0,0.4,0.001388888888888889,1.3,6.0
390,72000,1,193,0,9,9.0,0.4,0.001388888888888889,1.3,7.0
391,144000,2,181,2,16,9.0,0.4,0.001388888888888889,1.3,7.0
392,216000,5,190,2,43,9.0,0.4,0.001388888888888889,1.3,7.0
393,288000,7,175,7,56,9.0,0.4,0.001388888888888889,1.3,7.0
394,360000,8,185,7,65,9.0,0.4,0.001388888888888889,1.3,7.0
395,432000,10,169,11,79,9.0,0.4,0.001388888888888889,1.3,7.0
396,504000,12,157,12,96,9.0,0.4,0.001388888888888889,1.3,7.0
397,576000,14,148,17,109,9.0,0.4,0.001388888888888889,1.3,7.0
398,648000,18,161,12,150,9.0,0.4,0.001388888888888889,1.3,7.0
399,720000,12,157,8,100,9.0,0.4,0.001388888888888889,1.3,7.0
400,792000,16,151,14,130,9.0,0.4,0.001388888888888889,1.3,7.0
401,864000,24,140,19,197,9.0,0.4,0.001388888888888889,1.3,7.0
402,936000,25,138,19,206,9.0,0.4,0.001388888888888889,1.3,7.0
403,1008000,27,158,12,231,9.0,0.4,0.001388888888888889,1.3,7.0
