,time,cell_count,egf_count,active_egfr,inactive_egfr,egfr,egf,diss_const,k1,sim
2070,72000,1,49,0,9,9.0,0.1,0.001388888888888889,0.04,19.0
2071,144000,0,49,0,0,9.0,0.1,0.001388888888888889,0.04,19.0
2072,216000,0,52,0,0,9.0,0.1,0.001388888888888889,0.04,19.0
2073,288000,0,44,0,0,9.0,0.1,0.001388888888888889,0.04,19.0
2074,360000,0,48,0,0,9.0,0.1,0.001388888888888889,0.04,19.0
2075,432000,0,48,0,0,9.0,0.1,0.001388888888888889,0.04,19.0
2076,504000,0,45,0,0,9.0,0.1,0.001388888888888889,0.04,19.0
2077,576000,0,49,0,0,9.0,0.1,0.001388888888888889,0.04,19.0
2078,648000,0,55,0,0,9.0,0.1,0.001388888888888889,0.04,19.0
2079,720000,0,43,0,0,9.0,0.1,0.001388888888888889,0.04,19.0
2080,792000,0,45,0,0,9.0,0.1,0.001388888888888889,0.04,19.0
2081,864000,0,41,0,0,9.0,0.1,0.001388888888888889,0.04,19.0
2082,936000,0,51,0,0,9.0,0.1,0.001388888888888889,0.04,19.0
2083,1008000,0,46,0,0,9.0,0.1,0.001388888888888889,0.04,19.0
2084,1080000,0,48,0,0,9.0,0.1,0.001388888888888889,0.04,19.0
2085,72000,1,48,1,8,9.0,0.1,0.001388888888888889,0.04,20.0
2086,144000,2,44,1,17,9.0,0.1,0.001388888888888889,0.04,20.0
2087,216000,4,49,3,33,9.0,0.1,0.001388888888888889,0.04,20.0
2088,288000,0,46,0,0,9.0,0.1,0.001388888888888889,0.04,20.0
2089,360000,0,48,0,0,9.0,0.1,0.001388888888888889,0.04,20.0
2090,432000,0,49,0,0,9.0,0.1,0.001388888888888889,0.04,20.0
2091,504000,0,46,0,0,9.0,0.1,0.001388888888888889,0.04,20.0
2092,576000,0,44,0,0,9.0,0.1,0.001388888888888889,0.04,20.0
2093,648000,0,49,0,0,9.0,0.1,0.001388888888888889,0.04,20.0
2094,720000,0,55,0,0,9.0,0.1,0.001388888888888889,0.04,20.0
2095,792000,0,59,0,0,9.0,0.1,0.001388888888888889,0.04,20.0
2096,864000,0,48,0,0,9.0,0.1,0.001388888888888889,0.04,20.0
2097,936000,0,46,0,0,9.0,0.1,0.001388888888888889,0.04,20.0
2098,1008000,0,36,0,0,9.0,0.1,0.001388888888888889,0.04,20.0
2099,1080000,0,41,0,0,9.0,0.1,0.001388888888888889,0.04,20.0
2100,72000,1,183,0,9,9.0,0.4,0.001388888888888889,1.0,1.0
2101,144000,3,199,0,27,9.0,0.4,0.001388888888888889,1.0,1.0
2102,216000,3,197,1,26,9.0,0.4,0.001388888888888889,1.0,1.0
2103,288000,2,173,4,14,9.0,0.4,0.001388888888888889,1.0,1.0
2104,360000,4,184,6,30,9.0,0.4,0.001388888888888889,1.0,1.0
2105,432000,6,180,5,49,9.0,0.4,0.001388888888888889,1.0,1.0
2106,504000,4,192,9,27,9.0,0.4,0.001388888888888889,1.0,1.0
2107,576000,8,194,11,61,9.0,0.4,0.001388888888888889,1.0,1.0
2108,648000,10,171,11,79,9.0,0.4,0.001388888888888889,1.0,1.0
2109,720000,12,151,9,99,9.0,0.4,0.001388888888888889,1.0,1.0
2110,792000,12,170,11,97,9.0,0.4,0.001388888888888889,1.0,1.0
2111,864000,14,161,20,106,9.0,0.4,0.001388888888888889,1.0,1.0
2112,936000,24,151,16,200,9.0,0.4,0.001388888888888889,1.0,1.0
2113,1008000,26,134,24,210,9.0,0.4,0.001388888888888889,1.0,1.0
2114,1080000,30,118,27,243,9.0,0.4,0.001388888888888889,1.0,1.0
2115,72000,1,193,1,8,9.0,0.4,0.001388888888888889,1.0,2.0
2116,144000,3,197,5,22,9.0,0.4,0.001388888888888889,1.0,2.0
2117,216000,2,190,0,18,9.0,0.4,0.001388888888888889,1.0,2.0
2118,288000,3,190,0,27,9.0,0.4,0.001388888888888889,1.0,2.0
2119,360000,3,192,3,24,9.0,0.4,0.001388888888888889,1.0,2.0
2120,432000,3,187,2,25,9.0,0.4,0.001388888888888889,1.0,2.0
2121,504000,4,176,6,30,9.0,0.4,0.001388888888888889,1.0,2.0
2122,576000,8,178,13,59,9.0,0.4,0.001388888888888889,1.0,2.0
2123,648000,11,166,12,87,9.0,0.4,0.001388888888888889,1.0,2.0
2124,720000,15,181,17,118,9.0,0.4,0.001388888888888889,1.0,2.0
2125,792000,24,140,15,201,9.0,0.4,0.001388888888888889,1.0,2.0
2126,864000,28,143,17,235,9.0,0.4,0.001388888888888889,1.0,2.0
2127,936000,27,141,19,224,9.0,0.4,0.001388888888888889,1.0,2.0
2128,1008000,27,147,17,226,9.0,0.4,0.001388888888888889,1.0,2.0
2129,1080000,27,145,15,228,9.0,0.4,0.001388888888888889,1.0,2.0
2130,72000,1,202,3,6,9.0,0.4,0.001388888888888889,1.0,3.0
2131,144000,1,193,1,8,9.0,0.4,0.001388888888888889,1.0,3.0
2132,216000,2,197,4,14,9.0,0.4,0.001388888888888889,1.0,3.0
2133,288000,4,196,10,26,9.0,0.4,0.001388888888888889,1.0,3.0
2134,360000,8,194,7,65,9.0,0.4,0.001388888888888889,1.0,3.0
2135,432000,8,177,8,64,9.0,0.4,0.001388888888888889,1.0,3.0
2136,504000,13,166,6,111,9.0,0.4,0.001388888888888889,1.0,3.0
2137,576000,10,187,6,84,9.0,0.4,0.001388888888888889,1.0,3.0
2138,648000,10,190,5,85,9.0,0.4,0.001388888888888889,1.0,3.0
2139,720000,6,185,8,46,9.0,0.4,0.001388888888888889,1.0,3.0
2140,792000,10,180,4,86,9.0,0.4,0.001388888888888889,1.0,3.0
2141,864000,7,161,1,62,9.0,0.4,0.001388888888888889,1.0,3.0
2142,936000,11,163,8,91,9.0,0.4,0.001388888888888889,1.0,3.0
2143,1008000,17,186,5,148,9.0,0.4,0.001388888888888889,1.0,3.0
2144,1080000,17,156,9,144,9.0,0.4,0.001388888888888889,1.0,3.0
2145,72000,1,177,1,8,9.0,0.4,0.001388888888888889,1.0,4.0
2146,144000,3,179,4,23,9.0,0.4,0.001388888888888889,1.0,4.0
2147,216000,3,188,5,22,9.0,0.4,0.001388888888888889,1.0,4.0
2148,288000,2,187,2,16,9.0,0.4,0.001388888888888889,1.0,4.0
2149,360000,2,181,4,14,9.0,0.4,0.001388888888888889,1.0,4.0
2150,432000,3,189,7,20,9.0,0.4,0.001388888888888889,1.0,4.0
2151,504000,6,212,3,51,9.0,0.4,0.001388888888888889,1.0,4.0
2152,576000,4,186,4,32,9.0,0.4,0.001388888888888889,1.0,4.0
2153,648000,6,175,6,48,9.0,0.4,0.001388888888888889,1.0,4.0
2154,720000,6,177,5,49,9.0,0.4,0.001388888888888889,1.0,4.0
2155,792000,8,182,7,65,9.0,0.4,0.001388888888888889,1.0,4.0
2156,864000,12,169,8,100,9.0,0.4,0.001388888888888889,1.0,4.0
2157,936000,11,159,10,89,9.0,0.4,0.001388888888888889,1.0,4.0
2158,1008000,16,172,8,136,9.0,0.4,0.001388888888888889,1.0,4.0
2159,1080000,17,167,11,142,9.0,0.4,0.001388888888888889,1.0,4.0
2160,72000,1,184,5,4,9.0,0.4,0.001388888888888889,1.0,5.0
2161,144000,2,196,4,14,9.0,0.4,0.001388888888888889,1.0,5.0
2162,216000,2,187,3,15,9.0,0.4,0.001388888888888889,1.0,5.0
2163,288000,4,188,11,25,9.0,0.4,0.001388888888888889,1.0,5.0
2164,360000,4,176,7,29,9.0,0.4,0.001388888888888889,1.0,5.0
2165,432000,5,171,7,38,9.0,0.4,0.001388888888888889,1.0,5.0
2166,504000,8,174,11,61,9.0,0.4,0.001388888888888889,1.0,5.0
2167,576000,10,182,5,85,9.0,0.4,0.001388888888888889,1.0,5.0
2168,648000,10,167,11,79,9.0,0.4,0.001388888888888889,1.0,5.0
2169,720000,16,174,12,132,9.0,0.4,0.001388888888888889,1.0,5.0
2170,792000,18,162,9,153,9.0,0.4,0.001388888888888889,1.0,5.0
2171,864000,10,164,7,83,9.0,0.4,0.001388888888888889,1.0,5.0
2172,936000,18,155,10,152,9.0,0.4,0.001388888888888889,1.0,5.0
2173,1008000,15,156,7,128,9.0,0.4,0.001388888888888889,1.0,5.0
2174,1080000,11,151,3,96,9.0,0.4,0.001388888888888889,1.0,5.0
2175,72000,1,178,2,7,9.0,0.4,0.001388888888888889,1.0,6.0
2176,144000,2,187,4,14,9.0,0.4,0.001388888888888889,1.0,6.0
2177,216000,4,205,3,33,9.0,0.4,0.001388888888888889,1.0,6.0
2178,288000,4,189,4,32,9.0,0.4,0.001388888888888889,1.0,6.0
2179,360000,6,168,10,44,9.0,0.4,0.001388888888888889,1.0,6.0
2180,432000,10,157,5,85,9.0,0.4,0.001388888888888889,1.0,6.0
2181,504000,12,162,9,99,9.0,0.4,0.001388888888888889,1.0,6.0
2182,576000,16,162,11,133,9.0,0.4,0.001388888888888889,1.0,6.0
2183,648000,22,140,21,177,9.0,0.4,0.001388888888888889,1.0,6.0
2184,720000,24,132,21,195,9.0,0.4,0.001388888888888889,1.0,6.0
2185,792000,30,151,17,253,9.0,0.4,0.001388888888888889,1.0,6.0
2186,864000,28,136,20,232,9.0,0.4,0.001388888888888889,1.0,6.0
2187,936000,20,139,14,166,9.0,0.4,0.001388888888888889,1.0,6.0
2188,1008000,22,130,9,189,9.0,0.4,0.001388888888888889,1.0,6.0
2189,1080000,24,154,16,200,9.0,0.4,0.001388888888888889,1.0,6.0
2190,72000,1,179,1,8,9.0,0.4,0.001388888888888889,1.0,7.0
2191,144000,2,184,1,17,9.0,0.4,0.001388888888888889,1.0,7.0
2192,216000,2,174,3,15,9.0,0.4,0.001388888888888889,1.0,7.0
2193,288000,4,182,5,31,9.0,0.4,0.001388888888888889,1.0,7.0
2194,360000,8,176,7,65,9.0,0.4,0.001388888888888889,1.0,7.0
2195,432000,12,178,11,97,9.0,0.4,0.001388888888888889,1.0,7.0
2196,504000,10,179,11,79,9.0,0.4,0.001388888888888889,1.0,7.0
2197,576000,10,175,12,78,9.0,0.4,0.001388888888888889,1.0,7.0
2198,648000,16,167,13,131,9.0,0.4,0.001388888888888889,1.0,7.0
2199,720000,14,159,19,107,9.0,0.4,0.001388888888888889,1.0,7.0
2200,792000,20,141,11,169,9.0,0.4,0.001388888888888889,1.0,7.0
2201,864000,21,169,10,179,9.0,0.4,0.001388888888888889,1.0,7.0
2202,936000,20,153,11,169,9.0,0.4,0.001388888888888889,1.0,7.0
2203,1008000,20,147,12,168,9.0,0.4,0.001388888888888889,1.0,7.0
2204,1080000,25,148,16,209,9.0,0.4,0.001388888888888889,1.0,7.0
2205,72000,1,186,2,7,9.0,0.4,0.001388888888888889,1.0,8.0
2206,144000,2,195,2,16,9.0,0.4,0.001388888888888889,1.0,8.0
2207,216000,2,182,3,15,9.0,0.4,0.001388888888888889,1.0,8.0
2208,288000,4,183,3,33,9.0,0.4,0.001388888888888889,1.0,8.0
2209,360000,8,178,8,64,9.0,0.4,0.001388888888888889,1.0,8.0
2210,432000,10,164,9,81,9.0,0.4,0.001388888888888889,1.0,8.0
2211,504000,11,172,10,89,9.0,0.4,0.001388888888888889,1.0,8.0
2212,576000,13,164,12,105,9.0,0.4,0.001388888888888889,1.0,8.0
2213,648000,14,159,8,118,9.0,0.4,0.001388888888888889,1.0,8.0
2214,720000,20,150,16,164,9.0,0.4,0.001388888888888889,1.0,8.0
2215,792000,28,132,18,234,9.0,0.4,0.001388888888888889,1.0,8.0
2216,864000,30,141,20,250,9.0,0.4,0.001388888888888889,1.0,8.0
2217,936000,26,151,14,220,9.0,0.4,0.001388888888888889,1.0,8.0
2218,1008000,21,147,16,173,9.0,0.4,0.001388888888888889,1.0,8.0
2219,1080000,21,140,18,171,9.0,0.4,0.001388888888888889,1.0,8.0
2220,72000,1,187,1,8,9.0,0.4,0.001388888888888889,1.0,9.0
2221,144000,3,192,1,26,9.0,0.4,0.001388888888888889,1.0,9.0
2222,216000,6,196,2,52,9.0,0.4,0.001388888888888889,1.0,9.0
2223,288000,4,187,4,32,9.0,0.4,0.001388888888888889,1.0,9.0
2224,360000,7,199,2,61,9.0,0.4,0.001388888888888889,1.0,9.0
2225,432000,6,176,5,49,9.0,0.4,0.001388888888888889,1.0,9.0
2226,504000,9,181,12,69,9.0,0.4,0.001388888888888889,1.0,9.0
2227,576000,14,158,21,105,9.0,0.4,0.001388888888888889,1.0,9.0
2228,648000,16,147,9,135,9.0,0.4,0.001388888888888889,1.0,9.0
2229,720000,14,165,14,112,9.0,0.4,0.001388888888888889,1.0,9.0
2230,792000,20,164,17,163,9.0,0.4,0.001388888888888889,1.0,9.0
2231,864000,24,152,16,200,9.0,0.4,0.001388888888888889,1.0,9.0
2232,936000,20,151,23,157,9.0,0.4,0.001388888888888889,1.0,9.0
2233,1008000,18,147,12,150,9.0,0.4,0.001388888888888889,1.0,9.0
2234,1080000,18,160,10,152,9.0,0.4,0.001388888888888889,1.0,9.0
2235,72000,1,176,2,7,9.0,0.4,0.001388888888888889,1.0,10.0
2236,144000,3,181,3,24,9.0,0.4,0.001388888888888889,1.0,10.0
2237,216000,4,184,5,31,9.0,0.4,0.001388888888888889,1.0,10.0
2238,288000,8,176,9,63,9.0,0.4,0.001388888888888889,1.0,10.0
2239,360000,12,165,8,100,9.0,0.4,0.001388888888888889,1.0,10.0
2240,432000,11,160,12,87,9.0,0.4,0.001388888888888889,1.0,10.0
2241,504000,11,161,8,91,9.0,0.4,0.001388888888888889,1.0,10.0
2242,576000,7,160,5,58,9.0,0.4,0.001388888888888889,1.0,10.0
2243,648000,8,164,7,65,9.0,0.4,0.001388888888888889,1.0,10.0
2244,720000,10,165,8,82,9.0,0.4,0.001388888888888889,1.0,10.0
2245,792000,10,160,11,79,9.0,0.4,0.001388888888888889,1.0,10.0
2246,864000,13,166,15,102,9.0,0.4,0.001388888888888889,1.0,10.0
2247,936000,21,166,17,172,9.0,0.4,0.001388888888888889,1.0,10.0
2248,1008000,27,129,25,218,9.0,0.4,0.001388888888888889,1.0,10.0
2249,1080000,36,140,22,302,9.0,0.4,0.001388888888888889,1.0,10.0
2250,72000,1,192,3,6,9.0,0.4,0.001388888888888889,1.0,11.0
2251,144000,0,190,0,0,9.0,0.4,0.001388888888888889,1.0,11.0
2252,216000,0,189,0,0,9.0,0.4,0.001388888888888889,1.0,11.0
2253,288000,0,186,0,0,9.0,0.4,0.001388888888888889,1.0,11.0
2254,360000,0,195,0,0,9.0,0.4,0.001388888888888889,1.0,11.0
2255,432000,0,205,0,0,9.0,0.4,0.001388888888888889,1.0,11.0
2256,504000,0,208,0,0,9.0,0.4,0.001388888888888889,1.0,11.0
2257,576000,0,204,0,0,9.0,0.4,0.001388888888888889,1.0,11.0
2258,648000,0,213,0,0,9.0,0.4,0.001388888888888889,1.0,11.0
2259,720000,0,182,0,0,9.0,0.4,0.001388888888888889,1.0,11.0
2260,792000,0,191,0,0,9.0,0.4,0.001388888888888889,1.0,11.0
2261,864000,0,210,0,0,9.0,0.4,0.001388888888888889,1.0,11.0
2262,936000,0,195,0,0,9.0,0.4,0.001388888888888889,1.0,11.0
2263,1008000,0,187,0,0,9.0,0.4,0.001388888888888889,1.0,11.0
2264,1080000,0,199,0,0,9.0,0.4,0.001388888888888889,1.0,11.0
2265,72000,1,194,2,7,9.0,0.4,0.001388888888888889,1.0,12.0
2266,144000,0,186,0,0,9.0,0.4,0.001388888888888889,1.0,12.0
2267,216000,0,202,0,0,9.0,0.4,0.001388888888888889,1.0,12.0
2268,288000,0,200,0,0,9.0,0.4,0.001388888888888889,1.0,12.0
2269,360000,0,189,0,0,9.0,0.4,0.001388888888888889,1.0,12.0
2270,432000,0,196,0,0,9.0,0.4,0.001388888888888889,1.0,12.0
2271,504000,0,200,0,0,9.0,0.4,0.001388888888888889,1.0,12.0
2272,576000,0,197,0,0,9.0,0.4,0.001388888888888889,1.0,12.0
2273,648000,0,203,0,0,9.0,0.4,0.001388888888888889,1.0,12.0
2274,720000,0,210,0,0,9.0,0.4,0.001388888888888889,1.0,12.0
2275,792000,0,201,0,0,9.0,0.4,0.001388888888888889,1.0,12.0
2276,864000,0,193,0,0,9.0,0.4,0.001388888888888889,1.0,12.0
2277,936000,0,196,0,0,9.0,0.4,0.001388888888888889,1.0,12.0
2278,1008000,0,193,0,0,9.0,0.4,0.001388888888888889,1.0,12.0
2279,1080000,0,193,0,0,9.0,0.4,0.001388888888888889,1.0,12.0
2280,72000,1,198,5,4,9.0,0.4,0.001388888888888889,1.0,13.0
2281,144000,2,194,3,15,9.0,0.4,0.001388888888888889,1.0,13.0
2282,216000,5,183,5,40,9.0,0.4,0.001388888888888889,1.0,13.0
2283,288000,9,167,5,76,9.0,0.4,0.001388888888888889,1.0,13.0
2284,360000,14,164,8,118,9.0,0.4,0.001388888888888889,1.0,13.0
2285,432000,23,157,16,191,9.0,0.4,0.001388888888888889,1.0,13.0
2286,504000,24,155,19,197,9.0,0.4,0.001388888888888889,1.0,13.0
2287,576000,24,151,20,196,9.0,0.4,0.001388888888888889,1.0,13.0
2288,648000,34,142,29,277,9.0,0.4,0.001388888888888889,1.0,13.0
2289,720000,40,142,22,338,9.0,0.4,0.001388888888888889,1.0,13.0
2290,792000,35,132,25,290,9.0,0.4,0.001388888888888889,1.0,13.0
2291,864000,33,125,34,263,9.0,0.4,0.001388888888888889,1.0,13.0
2292,936000,51,111,33,426,9.0,0.4,0.001388888888888889,1.0,13.0
2293,1008000,38,102,37,305,9.0,0.4,0.001388888888888889,1.0,13.0
2294,1080000,50,106,24,426,9.0,0.4,0.001388888888888889,1.0,13.0
2295,72000,1,176,2,7,9.0,0.4,0.001388888888888889,1.0,14.0
2296,144000,0,177,0,0,9.0,0.4,0.001388888888888889,1.0,14.0
2297,216000,0,187,0,0,9.0,0.4,0.001388888888888889,1.0,14.0
2298,288000,0,202,0,0,9.0,0.4,0.001388888888888889,1.0,14.0
2299,360000,0,191,0,0,9.0,0.4,0.001388888888888889,1.0,14.0
2300,432000,0,209,0,0,9.0,0.4,0.001388888888888889,1.0,14.0
2301,504000,0,208,0,0,9.0,0.4,0.001388888888888889,1.0,14.0
2302,576000,0,189,0,0,9.0,0.4,0.001388888888888889,1.0,14.0
2303,648000,0,204,0,0,9.0,0.4,0.001388888888888889,1.0,14.0
2304,720000,0,197,0,0,9.0,0.4,0.001388888888888889,1.0,14.0
2305,792000,0,210,0,0,9.0,0.4,0.001388888888888889,1.0,14.0
2306,864000,0,206,0,0,9.0,0.4,0.001388888888888889,1.0,14.0
2307,936000,0,180,0,0,9.0,0.4,0.001388888888888889,1.0,14.0
2308,1008000,0,199,0,0,9.0,0.4,0.001388888888888889,1.0,14.0
2309,1080000,0,210,0,0,9.0,0.4,0.001388888888888889,1.0,14.0
2310,72000,1,206,2,7,9.0,0.4,0.001388888888888889,1.0,15.0
2311,144000,2,197,2,16,9.0,0.4,0.001388888888888889,1.0,15.0
2312,216000,2,187,6,12,9.0,0.4,0.001388888888888889,1.0,15.0
2313,288000,5,173,3,42,9.0,0.4,0.001388888888888889,1.0,15.0
2314,360000,8,172,9,63,9.0,0.4,0.001388888888888889,1.0,15.0
2315,432000,6,180,6,48,9.0,0.4,0.001388888888888889,1.0,15.0
2316,504000,9,170,11,70,9.0,0.4,0.001388888888888889,1.0,15.0
2317,576000,8,173,9,63,9.0,0.4,0.001388888888888889,1.0,15.0
2318,648000,12,159,9,99,9.0,0.4,0.001388888888888889,1.0,15.0
2319,720000,14,163,11,115,9.0,0.4,0.001388888888888889,1.0,15.0
2320,792000,18,152,20,142,9.0,0.4,0.001388888888888889,1.0,15.0
2321,864000,24,163,16,200,9.0,0.4,0.001388888888888889,1.0,15.0
2322,936000,23,145,19,188,9.0,0.4,0.001388888888888889,1.0,15.0
2323,1008000,27,153,20,223,9.0,0.4,0.001388888888888889,1.0,15.0
2324,1080000,27,161,10,233,9.0,0.4,0.001388888888888889,1.0,15.0
2325,72000,1,186,0,9,9.0,0.4,0.001388888888888889,1.0,16.0
2326,144000,0,193,0,0,9.0,0.4,0.001388888888888889,1.0,16.0
2327,216000,0,193,0,0,9.0,0.4,0.001388888888888889,1.0,16.0
2328,288000,0,197,0,0,9.0,0.4,0.001388888888888889,1.0,16.0
2329,360000,0,191,0,0,9.0,0.4,0.001388888888888889,1.0,16.0
2330,432000,0,203,0,0,9.0,0.4,0.001388888888888889,1.0,16.0
2331,504000,0,215,0,0,9.0,0.4,0.001388888888888889,1.0,16.0
2332,576000,0,197,0,0,9.0,0.4,0.001388888888888889,1.0,16.0
2333,648000,0,201,0,0,9.0,0.4,0.001388888888888889,1.0,16.0
2334,720000,0,190,0,0,9.0,0.4,0.001388888888888889,1.0,16.0
2335,792000,0,201,0,0,9.0,0.4,0.001388888888888889,1.0,16.0
2336,864000,0,189,0,0,9.0,0.4,0.001388888888888889,1.0,16.0
2337,936000,0,186,0,0,9.0,0.4,0.001388888888888889,1.0,16.0
2338,1008000,0,191,0,0,9.0,0.4,0.001388888888888889,1.0,16.0
2339,1080000,0,198,0,0,9.0,0.4,0.001388888888888889,1.0,16.0
2340,72000,1,196,0,9,9.0,0.4,0.001388888888888889,1.0,17.0
2341,144000,1,187,1,8,9.0,0.4,0.001388888888888889,1.0,17.0
2342,216000,0,186,0,0,9.0,0.4,0.001388888888888889,1.0,17.0
2343,288000,0,190,0,0,9.0,0.4,0.001388888888888889,1.0,17.0
2344,360000,0,183,0,0,9.0,0.4,0.001388888888888889,1.0,17.0
2345,432000,0,188,0,0,9.0,0.4,0.001388888888888889,1.0,17.0
2346,504000,0,185,0,0,9.0,0.4,0.001388888888888889,1.0,17.0
2347,576000,0,201,0,0,9.0,0.4,0.001388888888888889,1.0,17.0
2348,648000,0,199,0,0,9.0,0.4,0.001388888888888889,1.0,17.0
2349,720000,0,192,0,0,9.0,0.4,0.001388888888888889,1.0,17.0
2350,792000,0,193,0,0,9.0,0.4,0.001388888888888889,1.0,17.0
2351,864000,0,191,0,0,9.0,0.4,0.001388888888888889,1.0,17.0
2352,936000,0,212,0,0,9.0,0.4,0.001388888888888889,1.0,17.0
2353,1008000,0,197,0,0,9.0,0.4,0.001388888888888889,1.0,17.0
2354,1080000,0,197,0,0,9.0,0.4,0.001388888888888889,1.0,17.0
2355,72000,1,178,1,8,9.0,0.4,0.001388888888888889,1.0,18.0
2356,144000,2,186,4,14,9.0,0.4,0.001388888888888889,1.0,18.0
2357,216000,7,186,3,60,9.0,0.4,0.001388888888888889,1.0,18.0
2358,288000,8,167,7,65,9.0,0.4,0.001388888888888889,1.0,18.0
2359,360000,11,190,4,95,9.0,0.4,0.001388888888888889,1.0,18.0
2360,432000,14,176,7,119,9.0,0.4,0.001388888888888889,1.0,18.0
2361,504000,14,147,5,121,9.0,0.4,0.001388888888888889,1.0,18.0
2362,576000,5,174,8,37,9.0,0.4,0.001388888888888889,1.0,18.0
2363,648000,8,183,8,64,9.0,0.4,0.001388888888888889,1.0,18.0
2364,720000,12,175,13,95,9.0,0.4,0.001388888888888889,1.0,18.0
2365,792000,18,178,6,156,9.0,0.4,0.001388888888888889,1.0,18.0
2366,864000,6,166,8,46,9.0,0.4,0.001388888888888889,1.0,18.0
2367,936000,10,172,7,83,9.0,0.4,0.001388888888888889,1.0,18.0
2368,1008000,6,167,8,46,9.0,0.4,0.001388888888888889,1.0,18.0
2369,1080000,8,184,7,65,9.0,0.4,0.001388888888888889,1.0,18.0
2370,72000,1,194,4,5,9.0,0.4,0.001388888888888889,1.0,19.0
2371,144000,2,183,5,13,9.0,0.4,0.001388888888888889,1.0,19.0
2372,216000,2,188,5,13,9.0,0.4,0.001388888888888889,1.0,19.0
2373,288000,4,175,9,27,9.0,0.4,0.001388888888888889,1.0,19.0
2374,360000,8,180,7,65,9.0,0.4,0.001388888888888889,1.0,19.0
2375,432000,10,173,9,81,9.0,0.4,0.001388888888888889,1.0,19.0
2376,504000,14,158,14,112,9.0,0.4,0.001388888888888889,1.0,19.0
2377,576000,16,156,9,135,9.0,0.4,0.001388888888888889,1.0,19.0
2378,648000,12,158,9,99,9.0,0.4,0.001388888888888889,1.0,19.0
2379,720000,16,168,13,131,9.0,0.4,0.001388888888888889,1.0,19.0
2380,792000,15,184,17,118,9.0,0.4,0.001388888888888889,1.0,19.0
2381,864000,26,152,27,207,9.0,0.4,0.001388888888888889,1.0,19.0
2382,936000,38,134,39,303,9.0,0.4,0.001388888888888889,1.0,19.0
2383,1008000,46,144,15,399,9.0,0.4,0.001388888888888889,1.0,19.0
2384,1080000,24,143,18,198,9.0,0.4,0.001388888888888889,1.0,19.0
2385,72000,1,188,0,9,9.0,0.4,0.001388888888888889,1.0,20.0
2386,144000,3,187,4,23,9.0,0.4,0.001388888888888889,1.0,20.0
2387,216000,4,174,7,29,9.0,0.4,0.001388888888888889,1.0,20.0
2388,288000,8,182,11,61,9.0,0.4,0.001388888888888889,1.0,20.0
2389,360000,12,184,10,98,9.0,0.4,0.001388888888888889,1.0,20.0
2390,432000,10,167,10,80,9.0,0.4,0.001388888888888889,1.0,20.0
2391,504000,12,157,12,96,9.0,0.4,0.001388888888888889,1.0,20.0
2392,576000,14,157,10,116,9.0,0.4,0.001388888888888889,1.0,20.0
2393,648000,16,152,18,126,9.0,0.4,0.001388888888888889,1.0,20.0
2394,720000,24,155,19,197,9.0,0.4,0.001388888888888889,1.0,20.0
2395,792000,26,155,12,222,9.0,0.4,0.001388888888888889,1.0,20.0
2396,864000,32,136,24,264,9.0,0.4,0.001388888888888889,1.0,20.0
2397,936000,39,139,15,336,9.0,0.4,0.001388888888888889,1.0,20.0
2398,1008000,45,121,25,380,9.0,0.4,0.001388888888888889,1.0,20.0
2399,1080000,37,122,14,319,9.0,0.4,0.001388888888888889,1.0,20.0
2400,72000,1,49,0,9,9.0,0.1,0.01,0.8,1.0
2401,144000,0,52,0,0,9.0,0.1,0.01,0.8,1.0
2402,216000,0,52,0,0,9.0,0.1,0.01,0.8,1.0
2403,288000,0,46,0,0,9.0,0.1,0.01,0.8,1.0
2404,360000,0,52,0,0,9.0,0.1,0.01,0.8,1.0
2405,432000,0,44,0,0,9.0,0.1,0.01,0.8,1.0
2406,504000,0,46,0,0,9.0,0.1,0.01,0.8,1.0
2407,576000,0,53,0,0,9.0,0.1,0.01,0.8,1.0
2408,648000,0,36,0,0,9.0,0.1,0.01,0.8,1.0
2409,720000,0,39,0,0,9.0,0.1,0.01,0.8,1.0
2410,792000,0,45,0,0,9.0,0.1,0.01,0.8,1.0
2411,864000,0,48,0,0,9.0,0.1,0.01,0.8,1.0
2412,936000,0,47,0,0,9.0,0.1,0.01,0.8,1.0
2413,1008000,0,50,0,0,9.0,0.1,0.01,0.8,1.0
2414,1080000,0,54,0,0,9.0,0.1,0.01,0.8,1.0
2415,72000,1,52,0,9,9.0,0.1,0.01,0.8,2.0
2416,144000,0,52,0,0,9.0,0.1,0.01,0.8,2.0
2417,216000,0,47,0,0,9.0,0.1,0.01,0.8,2.0
2418,288000,0,44,0,0,9.0,0.1,0.01,0.8,2.0
2419,360000,0,49,0,0,9.0,0.1,0.01,0.8,2.0
2420,432000,0,40,0,0,9.0,0.1,0.01,0.8,2.0
2421,504000,0,47,0,0,9.0,0.1,0.01,0.8,2.0
2422,576000,0,45,0,0,9.0,0.1,0.01,0.8,2.0
2423,648000,0,45,0,0,9.0,0.1,0.01,0.8,2.0
2424,720000,0,51,0,0,9.0,0.1,0.01,0.8,2.0
2425,792000,0,43,0,0,9.0,0.1,0.01,0.8,2.0
2426,864000,0,46,0,0,9.0,0.1,0.01,0.8,2.0
2427,936000,0,44,0,0,9.0,0.1,0.01,0.8,2.0
2428,1008000,0,38,0,0,9.0,0.1,0.01,0.8,2.0
2429,1080000,0,39,0,0,9.0,0.1,0.01,0.8,2.0
