,time,cell_count,egf_count,active_egfr,inactive_egfr,egfr,egf,diss_const,k1,sim
3385,792000,38,301,27,201,6.0,0.8,0.001388888888888889,0.04,6.0
3386,864000,54,288,46,278,6.0,0.8,0.001388888888888889,0.04,6.0
3387,936000,69,268,55,359,6.0,0.8,0.001388888888888889,0.04,6.0
3388,1008000,74,239,59,385,6.0,0.8,0.001388888888888889,0.04,6.0
3389,1080000,72,227,48,384,6.0,0.8,0.001388888888888889,0.04,6.0
3390,72000,1,382,3,3,6.0,0.8,0.001388888888888889,0.04,7.0
3391,144000,2,392,4,8,6.0,0.8,0.001388888888888889,0.04,7.0
3392,216000,4,404,8,16,6.0,0.8,0.001388888888888889,0.04,7.0
3393,288000,8,396,15,33,6.0,0.8,0.001388888888888889,0.04,7.0
3394,360000,10,386,16,44,6.0,0.8,0.001388888888888889,0.04,7.0
3395,432000,18,337,30,78,6.0,0.8,0.001388888888888889,0.04,7.0
3396,504000,24,336,21,123,6.0,0.8,0.001388888888888889,0.04,7.0
3397,576000,30,308,22,158,6.0,0.8,0.001388888888888889,0.04,7.0
3398,648000,28,303,30,138,6.0,0.8,0.001388888888888889,0.04,7.0
3399,720000,38,289,49,179,6.0,0.8,0.001388888888888889,0.04,7.0
3400,792000,60,269,50,310,6.0,0.8,0.001388888888888889,0.04,7.0
3401,864000,80,237,61,419,6.0,0.8,0.001388888888888889,0.04,7.0
3402,936000,88,247,59,469,6.0,0.8,0.001388888888888889,0.04,7.0
3403,1008000,93,221,56,502,6.0,0.8,0.001388888888888889,0.04,7.0
3404,1080000,110,183,68,592,6.0,0.8,0.001388888888888889,0.04,7.0
3405,72000,1,380,2,4,6.0,0.8,0.001388888888888889,0.04,8.0
3406,144000,2,378,5,7,6.0,0.8,0.001388888888888889,0.04,8.0
3407,216000,4,385,7,17,6.0,0.8,0.001388888888888889,0.04,8.0
3408,288000,8,375,15,33,6.0,0.8,0.001388888888888889,0.04,8.0
3409,360000,12,362,18,54,6.0,0.8,0.001388888888888889,0.04,8.0
3410,432000,20,339,25,95,6.0,0.8,0.001388888888888889,0.04,8.0
3411,504000,32,325,25,167,6.0,0.8,0.001388888888888889,0.04,8.0
3412,576000,40,322,27,213,6.0,0.8,0.001388888888888889,0.04,8.0
3413,648000,42,308,39,213,6.0,0.8,0.001388888888888889,0.04,8.0
3414,720000,64,273,63,321,6.0,0.8,0.001388888888888889,0.04,8.0
3415,792000,86,247,46,470,6.0,0.8,0.001388888888888889,0.04,8.0
3416,864000,103,211,49,569,6.0,0.8,0.001388888888888889,0.04,8.0
3417,936000,108,190,56,592,6.0,0.8,0.001388888888888889,0.04,8.0
3418,1008000,116,177,70,626,6.0,0.8,0.001388888888888889,0.04,8.0
3419,1080000,129,154,95,679,6.0,0.8,0.001388888888888889,0.04,8.0
3420,72000,1,392,2,4,6.0,0.8,0.001388888888888889,0.04,9.0
3421,144000,3,389,3,15,6.0,0.8,0.001388888888888889,0.04,9.0
3422,216000,4,385,5,19,6.0,0.8,0.001388888888888889,0.04,9.0
3423,288000,4,368,7,17,6.0,0.8,0.001388888888888889,0.04,9.0
3424,360000,8,373,15,33,6.0,0.8,0.001388888888888889,0.04,9.0
3425,432000,12,366,12,60,6.0,0.8,0.001388888888888889,0.04,9.0
3426,504000,18,352,18,90,6.0,0.8,0.001388888888888889,0.04,9.0
3427,576000,17,359,17,85,6.0,0.8,0.001388888888888889,0.04,9.0
3428,648000,24,341,25,119,6.0,0.8,0.001388888888888889,0.04,9.0
3429,720000,36,306,36,180,6.0,0.8,0.001388888888888889,0.04,9.0
3430,792000,44,287,42,222,6.0,0.8,0.001388888888888889,0.04,9.0
3431,864000,64,238,55,329,6.0,0.8,0.001388888888888889,0.04,9.0
3432,936000,74,240,54,390,6.0,0.8,0.001388888888888889,0.04,9.0
3433,1008000,87,233,49,473,6.0,0.8,0.001388888888888889,0.04,9.0
3434,1080000,88,218,58,470,6.0,0.8,0.001388888888888889,0.04,9.0
3435,72000,1,384,1,5,6.0,0.8,0.001388888888888889,0.04,10.0
3436,144000,2,355,6,6,6.0,0.8,0.001388888888888889,0.04,10.0
3437,216000,4,343,7,17,6.0,0.8,0.001388888888888889,0.04,10.0
3438,288000,9,339,13,41,6.0,0.8,0.001388888888888889,0.04,10.0
3439,360000,9,344,11,43,6.0,0.8,0.001388888888888889,0.04,10.0
3440,432000,16,366,16,80,6.0,0.8,0.001388888888888889,0.04,10.0
3441,504000,27,341,39,123,6.0,0.8,0.001388888888888889,0.04,10.0
3442,576000,38,313,41,187,6.0,0.8,0.001388888888888889,0.04,10.0
3443,648000,44,291,54,210,6.0,0.8,0.001388888888888889,0.04,10.0
3444,720000,65,253,56,334,6.0,0.8,0.001388888888888889,0.04,10.0
3445,792000,78,235,65,403,6.0,0.8,0.001388888888888889,0.04,10.0
3446,864000,85,236,67,443,6.0,0.8,0.001388888888888889,0.04,10.0
3447,936000,100,200,67,533,6.0,0.8,0.001388888888888889,0.04,10.0
3448,1008000,96,190,71,505,6.0,0.8,0.001388888888888889,0.04,10.0
3449,1080000,113,184,68,610,6.0,0.8,0.001388888888888889,0.04,10.0
3450,72000,1,382,3,3,6.0,0.8,0.001388888888888889,0.04,11.0
3451,144000,2,394,4,8,6.0,0.8,0.001388888888888889,0.04,11.0
3452,216000,4,379,3,21,6.0,0.8,0.001388888888888889,0.04,11.0
3453,288000,7,355,15,27,6.0,0.8,0.001388888888888889,0.04,11.0
3454,360000,11,367,10,56,6.0,0.8,0.001388888888888889,0.04,11.0
3455,432000,11,370,15,51,6.0,0.8,0.001388888888888889,0.04,11.0
3456,504000,18,318,29,79,6.0,0.8,0.001388888888888889,0.04,11.0
3457,576000,31,313,27,159,6.0,0.8,0.001388888888888889,0.04,11.0
3458,648000,49,303,34,260,6.0,0.8,0.001388888888888889,0.04,11.0
3459,720000,50,288,48,252,6.0,0.8,0.001388888888888889,0.04,11.0
3460,792000,66,264,64,332,6.0,0.8,0.001388888888888889,0.04,11.0
3461,864000,80,252,72,408,6.0,0.8,0.001388888888888889,0.04,11.0
3462,936000,81,225,58,428,6.0,0.8,0.001388888888888889,0.04,11.0
3463,1008000,73,218,56,382,6.0,0.8,0.001388888888888889,0.04,11.0
3464,1080000,86,220,69,447,6.0,0.8,0.001388888888888889,0.04,11.0
3465,72000,1,376,2,4,6.0,0.8,0.001388888888888889,0.04,12.0
3466,144000,4,384,0,24,6.0,0.8,0.001388888888888889,0.04,12.0
3467,216000,7,387,2,40,6.0,0.8,0.001388888888888889,0.04,12.0
3468,288000,12,397,10,62,6.0,0.8,0.001388888888888889,0.04,12.0
3469,360000,21,361,13,113,6.0,0.8,0.001388888888888889,0.04,12.0
3470,432000,22,334,13,119,6.0,0.8,0.001388888888888889,0.04,12.0
3471,504000,17,340,8,94,6.0,0.8,0.001388888888888889,0.04,12.0
3472,576000,20,304,29,91,6.0,0.8,0.001388888888888889,0.04,12.0
3473,648000,27,300,36,126,6.0,0.8,0.001388888888888889,0.04,12.0
3474,720000,42,324,44,208,6.0,0.8,0.001388888888888889,0.04,12.0
3475,792000,50,258,46,254,6.0,0.8,0.001388888888888889,0.04,12.0
3476,864000,66,249,63,333,6.0,0.8,0.001388888888888889,0.04,12.0
3477,936000,86,221,63,453,6.0,0.8,0.001388888888888889,0.04,12.0
3478,1008000,95,212,70,500,6.0,0.8,0.001388888888888889,0.04,12.0
3479,1080000,96,197,75,501,6.0,0.8,0.001388888888888889,0.04,12.0
3480,72000,1,398,0,6,6.0,0.8,0.001388888888888889,0.04,13.0
3481,144000,2,402,4,8,6.0,0.8,0.001388888888888889,0.04,13.0
3482,216000,4,402,8,16,6.0,0.8,0.001388888888888889,0.04,13.0
3483,288000,8,385,11,37,6.0,0.8,0.001388888888888889,0.04,13.0
3484,360000,15,374,16,74,6.0,0.8,0.001388888888888889,0.04,13.0
3485,432000,23,377,22,116,6.0,0.8,0.001388888888888889,0.04,13.0
3486,504000,25,319,27,123,6.0,0.8,0.001388888888888889,0.04,13.0
3487,576000,27,322,41,121,6.0,0.8,0.001388888888888889,0.04,13.0
3488,648000,44,312,38,226,6.0,0.8,0.001388888888888889,0.04,13.0
3489,720000,58,265,49,299,6.0,0.8,0.001388888888888889,0.04,13.0
3490,792000,66,257,56,340,6.0,0.8,0.001388888888888889,0.04,13.0
3491,864000,66,249,52,344,6.0,0.8,0.001388888888888889,0.04,13.0
3492,936000,76,227,57,399,6.0,0.8,0.001388888888888889,0.04,13.0
3493,1008000,90,210,62,478,6.0,0.8,0.001388888888888889,0.04,13.0
3494,1080000,92,211,62,490,6.0,0.8,0.001388888888888889,0.04,13.0
3495,72000,1,381,2,4,6.0,0.8,0.001388888888888889,0.04,14.0
3496,144000,2,406,4,8,6.0,0.8,0.001388888888888889,0.04,14.0
3497,216000,2,406,4,8,6.0,0.8,0.001388888888888889,0.04,14.0
3498,288000,5,391,7,23,6.0,0.8,0.001388888888888889,0.04,14.0
3499,360000,6,389,8,28,6.0,0.8,0.001388888888888889,0.04,14.0
3500,432000,12,373,9,63,6.0,0.8,0.001388888888888889,0.04,14.0
3501,504000,19,339,30,84,6.0,0.8,0.001388888888888889,0.04,14.0
3502,576000,26,344,29,127,6.0,0.8,0.001388888888888889,0.04,14.0
3503,648000,38,302,38,190,6.0,0.8,0.001388888888888889,0.04,14.0
3504,720000,47,295,34,248,6.0,0.8,0.001388888888888889,0.04,14.0
3505,792000,59,274,42,312,6.0,0.8,0.001388888888888889,0.04,14.0
3506,864000,76,253,48,408,6.0,0.8,0.001388888888888889,0.04,14.0
3507,936000,76,220,49,407,6.0,0.8,0.001388888888888889,0.04,14.0
3508,1008000,84,199,50,454,6.0,0.8,0.001388888888888889,0.04,14.0
3509,1080000,85,211,49,461,6.0,0.8,0.001388888888888889,0.04,14.0
3510,72000,1,391,2,4,6.0,0.8,0.001388888888888889,0.04,15.0
3511,144000,2,392,7,5,6.0,0.8,0.001388888888888889,0.04,15.0
3512,216000,5,381,5,25,6.0,0.8,0.001388888888888889,0.04,15.0
3513,288000,7,398,9,33,6.0,0.8,0.001388888888888889,0.04,15.0
3514,360000,12,392,11,61,6.0,0.8,0.001388888888888889,0.04,15.0
3515,432000,20,361,17,103,6.0,0.8,0.001388888888888889,0.04,15.0
3516,504000,32,332,27,165,6.0,0.8,0.001388888888888889,0.04,15.0
3517,576000,42,289,44,208,6.0,0.8,0.001388888888888889,0.04,15.0
3518,648000,55,262,48,282,6.0,0.8,0.001388888888888889,0.04,15.0
3519,720000,69,246,43,371,6.0,0.8,0.001388888888888889,0.04,15.0
3520,792000,73,208,65,373,6.0,0.8,0.001388888888888889,0.04,15.0
3521,864000,93,198,85,473,6.0,0.8,0.001388888888888889,0.04,15.0
3522,936000,116,192,63,633,6.0,0.8,0.001388888888888889,0.04,15.0
3523,1008000,100,185,79,521,6.0,0.8,0.001388888888888889,0.04,15.0
3524,1080000,111,171,67,599,6.0,0.8,0.001388888888888889,0.04,15.0
3525,72000,1,389,2,4,6.0,0.8,0.001388888888888889,0.04,16.0
3526,144000,2,404,5,7,6.0,0.8,0.001388888888888889,0.04,16.0
3527,216000,4,384,13,11,6.0,0.8,0.001388888888888889,0.04,16.0
3528,288000,7,363,14,28,6.0,0.8,0.001388888888888889,0.04,16.0
3529,360000,14,330,21,63,6.0,0.8,0.001388888888888889,0.04,16.0
3530,432000,23,323,25,113,6.0,0.8,0.001388888888888889,0.04,16.0
3531,504000,30,323,32,148,6.0,0.8,0.001388888888888889,0.04,16.0
3532,576000,38,293,33,195,6.0,0.8,0.001388888888888889,0.04,16.0
3533,648000,40,277,53,187,6.0,0.8,0.001388888888888889,0.04,16.0
3534,720000,62,282,42,330,6.0,0.8,0.001388888888888889,0.04,16.0
3535,792000,75,258,60,390,6.0,0.8,0.001388888888888889,0.04,16.0
3536,864000,101,207,64,542,6.0,0.8,0.001388888888888889,0.04,16.0
3537,936000,113,176,82,596,6.0,0.8,0.001388888888888889,0.04,16.0
3538,1008000,111,174,77,589,6.0,0.8,0.001388888888888889,0.04,16.0
3539,1080000,129,155,79,695,6.0,0.8,0.001388888888888889,0.04,16.0
3540,72000,1,373,1,5,6.0,0.8,0.001388888888888889,0.04,17.0
3541,144000,2,389,3,9,6.0,0.8,0.001388888888888889,0.04,17.0
3542,216000,4,367,4,20,6.0,0.8,0.001388888888888889,0.04,17.0
3543,288000,9,367,12,42,6.0,0.8,0.001388888888888889,0.04,17.0
3544,360000,12,353,13,59,6.0,0.8,0.001388888888888889,0.04,17.0
3545,432000,18,344,21,87,6.0,0.8,0.001388888888888889,0.04,17.0
3546,504000,27,345,18,144,6.0,0.8,0.001388888888888889,0.04,17.0
3547,576000,27,314,32,130,6.0,0.8,0.001388888888888889,0.04,17.0
3548,648000,30,308,40,140,6.0,0.8,0.001388888888888889,0.04,17.0
3549,720000,44,295,42,222,6.0,0.8,0.001388888888888889,0.04,17.0
3550,792000,64,259,52,332,6.0,0.8,0.001388888888888889,0.04,17.0
3551,864000,77,229,69,393,6.0,0.8,0.001388888888888889,0.04,17.0
3552,936000,89,217,75,459,6.0,0.8,0.001388888888888889,0.04,17.0
3553,1008000,78,204,64,404,6.0,0.8,0.001388888888888889,0.04,17.0
3554,1080000,98,205,67,521,6.0,0.8,0.001388888888888889,0.04,17.0
3555,72000,1,392,2,4,6.0,0.8,0.001388888888888889,0.04,18.0
3556,144000,2,409,3,9,6.0,0.8,0.001388888888888889,0.04,18.0
3557,216000,5,391,6,24,6.0,0.8,0.001388888888888889,0.04,18.0
3558,288000,9,358,9,45,6.0,0.8,0.001388888888888889,0.04,18.0
3559,360000,15,362,13,77,6.0,0.8,0.001388888888888889,0.04,18.0
3560,432000,15,361,19,71,6.0,0.8,0.001388888888888889,0.04,18.0
3561,504000,20,350,21,99,6.0,0.8,0.001388888888888889,0.04,18.0
3562,576000,30,332,38,142,6.0,0.8,0.001388888888888889,0.04,18.0
3563,648000,42,311,39,213,6.0,0.8,0.001388888888888889,0.04,18.0
3564,720000,58,304,41,307,6.0,0.8,0.001388888888888889,0.04,18.0
3565,792000,64,273,59,325,6.0,0.8,0.001388888888888889,0.04,18.0
3566,864000,83,224,69,429,6.0,0.8,0.001388888888888889,0.04,18.0
3567,936000,111,205,72,594,6.0,0.8,0.001388888888888889,0.04,18.0
3568,1008000,120,181,73,647,6.0,0.8,0.001388888888888889,0.04,18.0
3569,1080000,122,163,77,655,6.0,0.8,0.001388888888888889,0.04,18.0
3570,72000,1,383,3,3,6.0,0.8,0.001388888888888889,0.04,19.0
3571,144000,3,402,1,17,6.0,0.8,0.001388888888888889,0.04,19.0
3572,216000,5,353,2,28,6.0,0.8,0.001388888888888889,0.04,19.0
3573,288000,7,350,9,33,6.0,0.8,0.001388888888888889,0.04,19.0
3574,360000,8,349,13,35,6.0,0.8,0.001388888888888889,0.04,19.0
3575,432000,10,380,10,50,6.0,0.8,0.001388888888888889,0.04,19.0
3576,504000,14,370,8,76,6.0,0.8,0.001388888888888889,0.04,19.0
3577,576000,12,357,12,60,6.0,0.8,0.001388888888888889,0.04,19.0
3578,648000,20,317,20,100,6.0,0.8,0.001388888888888889,0.04,19.0
3579,720000,28,317,22,146,6.0,0.8,0.001388888888888889,0.04,19.0
3580,792000,33,301,23,175,6.0,0.8,0.001388888888888889,0.04,19.0
3581,864000,42,313,23,229,6.0,0.8,0.001388888888888889,0.04,19.0
3582,936000,58,281,41,307,6.0,0.8,0.001388888888888889,0.04,19.0
3583,1008000,71,263,34,392,6.0,0.8,0.001388888888888889,0.04,19.0
3584,1080000,72,251,47,385,6.0,0.8,0.001388888888888889,0.04,19.0
3585,72000,1,400,2,4,6.0,0.8,0.001388888888888889,0.04,20.0
3586,144000,2,409,0,12,6.0,0.8,0.001388888888888889,0.04,20.0
3587,216000,2,396,2,10,6.0,0.8,0.001388888888888889,0.04,20.0
3588,288000,4,383,4,20,6.0,0.8,0.001388888888888889,0.04,20.0
3589,360000,9,399,11,43,6.0,0.8,0.001388888888888889,0.04,20.0
3590,432000,12,359,19,53,6.0,0.8,0.001388888888888889,0.04,20.0
3591,504000,19,340,23,91,6.0,0.8,0.001388888888888889,0.04,20.0
3592,576000,26,303,19,137,6.0,0.8,0.001388888888888889,0.04,20.0
3593,648000,32,320,32,160,6.0,0.8,0.001388888888888889,0.04,20.0
3594,720000,40,291,32,208,6.0,0.8,0.001388888888888889,0.04,20.0
3595,792000,56,285,51,285,6.0,0.8,0.001388888888888889,0.04,20.0
3596,864000,73,248,45,393,6.0,0.8,0.001388888888888889,0.04,20.0
3597,936000,91,231,52,494,6.0,0.8,0.001388888888888889,0.04,20.0
3598,1008000,96,242,46,530,6.0,0.8,0.001388888888888889,0.04,20.0
3599,1080000,113,195,80,598,6.0,0.8,0.001388888888888889,0.04,20.0
3600,72000,1,188,2,4,6.0,0.4,0.0024390243902439024,1.0,1.0
3601,144000,2,190,2,10,6.0,0.4,0.0024390243902439024,1.0,1.0
3602,216000,2,202,3,9,6.0,0.4,0.0024390243902439024,1.0,1.0
3603,288000,2,203,2,10,6.0,0.4,0.0024390243902439024,1.0,1.0
3604,360000,2,189,2,10,6.0,0.4,0.0024390243902439024,1.0,1.0
3605,432000,2,207,1,11,6.0,0.4,0.0024390243902439024,1.0,1.0
3606,504000,0,196,0,0,6.0,0.4,0.0024390243902439024,1.0,1.0
3607,576000,0,195,0,0,6.0,0.4,0.0024390243902439024,1.0,1.0
3608,648000,0,188,0,0,6.0,0.4,0.0024390243902439024,1.0,1.0
3609,720000,0,178,0,0,6.0,0.4,0.0024390243902439024,1.0,1.0
3610,792000,0,183,0,0,6.0,0.4,0.0024390243902439024,1.0,1.0
3611,864000,0,183,0,0,6.0,0.4,0.0024390243902439024,1.0,1.0
3612,936000,0,192,0,0,6.0,0.4,0.0024390243902439024,1.0,1.0
3613,1008000,0,192,0,0,6.0,0.4,0.0024390243902439024,1.0,1.0
3614,1080000,0,187,0,0,6.0,0.4,0.0024390243902439024,1.0,1.0
3615,72000,1,184,0,6,6.0,0.4,0.0024390243902439024,1.0,2.0
3616,144000,0,181,0,0,6.0,0.4,0.0024390243902439024,1.0,2.0
3617,216000,0,192,0,0,6.0,0.4,0.0024390243902439024,1.0,2.0
3618,288000,0,205,0,0,6.0,0.4,0.0024390243902439024,1.0,2.0
3619,360000,0,205,0,0,6.0,0.4,0.0024390243902439024,1.0,2.0
3620,432000,0,198,0,0,6.0,0.4,0.0024390243902439024,1.0,2.0
3621,504000,0,192,0,0,6.0,0.4,0.0024390243902439024,1.0,2.0
3622,576000,0,208,0,0,6.0,0.4,0.0024390243902439024,1.0,2.0
3623,648000,0,204,0,0,6.0,0.4,0.0024390243902439024,1.0,2.0
3624,720000,0,201,0,0,6.0,0.4,0.0024390243902439024,1.0,2.0
3625,792000,0,214,0,0,6.0,0.4,0.0024390243902439024,1.0,2.0
3626,864000,0,207,0,0,6.0,0.4,0.0024390243902439024,1.0,2.0
3627,936000,0,210,0,0,6.0,0.4,0.0024390243902439024,1.0,2.0
3628,1008000,0,203,0,0,6.0,0.4,0.0024390243902439024,1.0,2.0
3629,1080000,0,198,0,0,6.0,0.4,0.0024390243902439024,1.0,2.0
3630,72000,1,193,1,5,6.0,0.4,0.0024390243902439024,1.0,3.0
3631,144000,2,180,3,9,6.0,0.4,0.0024390243902439024,1.0,3.0
3632,216000,5,182,2,28,6.0,0.4,0.0024390243902439024,1.0,3.0
3633,288000,4,180,3,21,6.0,0.4,0.0024390243902439024,1.0,3.0
3634,360000,0,183,0,0,6.0,0.4,0.0024390243902439024,1.0,3.0
3635,432000,0,200,0,0,6.0,0.4,0.0024390243902439024,1.0,3.0
3636,504000,0,208,0,0,6.0,0.4,0.0024390243902439024,1.0,3.0
3637,576000,0,206,0,0,6.0,0.4,0.0024390243902439024,1.0,3.0
3638,648000,0,202,0,0,6.0,0.4,0.0024390243902439024,1.0,3.0
3639,720000,0,199,0,0,6.0,0.4,0.0024390243902439024,1.0,3.0
3640,792000,0,196,0,0,6.0,0.4,0.0024390243902439024,1.0,3.0
3641,864000,0,201,0,0,6.0,0.4,0.0024390243902439024,1.0,3.0
3642,936000,0,196,0,0,6.0,0.4,0.0024390243902439024,1.0,3.0
3643,1008000,0,199,0,0,6.0,0.4,0.0024390243902439024,1.0,3.0
3644,1080000,0,206,0,0,6.0,0.4,0.0024390243902439024,1.0,3.0
3645,72000,1,185,0,6,6.0,0.4,0.0024390243902439024,1.0,4.0
3646,144000,0,198,0,0,6.0,0.4,0.0024390243902439024,1.0,4.0
3647,216000,0,194,0,0,6.0,0.4,0.0024390243902439024,1.0,4.0
3648,288000,0,197,0,0,6.0,0.4,0.0024390243902439024,1.0,4.0
3649,360000,0,187,0,0,6.0,0.4,0.0024390243902439024,1.0,4.0
3650,432000,0,180,0,0,6.0,0.4,0.0024390243902439024,1.0,4.0
3651,504000,0,196,0,0,6.0,0.4,0.0024390243902439024,1.0,4.0
3652,576000,0,199,0,0,6.0,0.4,0.0024390243902439024,1.0,4.0
3653,648000,0,211,0,0,6.0,0.4,0.0024390243902439024,1.0,4.0
3654,720000,0,191,0,0,6.0,0.4,0.0024390243902439024,1.0,4.0
3655,792000,0,190,0,0,6.0,0.4,0.0024390243902439024,1.0,4.0
3656,864000,0,198,0,0,6.0,0.4,0.0024390243902439024,1.0,4.0
3657,936000,0,194,0,0,6.0,0.4,0.0024390243902439024,1.0,4.0
3658,1008000,0,190,0,0,6.0,0.4,0.0024390243902439024,1.0,4.0
3659,1080000,0,203,0,0,6.0,0.4,0.0024390243902439024,1.0,4.0
3660,72000,1,189,0,6,6.0,0.4,0.0024390243902439024,1.0,5.0
3661,144000,0,185,0,0,6.0,0.4,0.0024390243902439024,1.0,5.0
3662,216000,0,193,0,0,6.0,0.4,0.0024390243902439024,1.0,5.0
3663,288000,0,190,0,0,6.0,0.4,0.0024390243902439024,1.0,5.0
3664,360000,0,201,0,0,6.0,0.4,0.0024390243902439024,1.0,5.0
3665,432000,0,203,0,0,6.0,0.4,0.0024390243902439024,1.0,5.0
3666,504000,0,208,0,0,6.0,0.4,0.0024390243902439024,1.0,5.0
3667,576000,0,193,0,0,6.0,0.4,0.0024390243902439024,1.0,5.0
3668,648000,0,183,0,0,6.0,0.4,0.0024390243902439024,1.0,5.0
3669,720000,0,192,0,0,6.0,0.4,0.0024390243902439024,1.0,5.0
3670,792000,0,183,0,0,6.0,0.4,0.0024390243902439024,1.0,5.0
3671,864000,0,207,0,0,6.0,0.4,0.0024390243902439024,1.0,5.0
3672,936000,0,197,0,0,6.0,0.4,0.0024390243902439024,1.0,5.0
3673,1008000,0,191,0,0,6.0,0.4,0.0024390243902439024,1.0,5.0
3674,1080000,0,193,0,0,6.0,0.4,0.0024390243902439024,1.0,5.0
3675,72000,1,181,3,3,6.0,0.4,0.0024390243902439024,1.0,6.0
3676,144000,2,180,0,12,6.0,0.4,0.0024390243902439024,1.0,6.0
3677,216000,2,190,1,11,6.0,0.4,0.0024390243902439024,1.0,6.0
3678,288000,0,184,0,0,6.0,0.4,0.0024390243902439024,1.0,6.0
3679,360000,0,194,0,0,6.0,0.4,0.0024390243902439024,1.0,6.0
3680,432000,0,190,0,0,6.0,0.4,0.0024390243902439024,1.0,6.0
3681,504000,0,195,0,0,6.0,0.4,0.0024390243902439024,1.0,6.0
3682,576000,0,195,0,0,6.0,0.4,0.0024390243902439024,1.0,6.0
3683,648000,0,189,0,0,6.0,0.4,0.0024390243902439024,1.0,6.0
3684,720000,0,208,0,0,6.0,0.4,0.0024390243902439024,1.0,6.0
3685,792000,0,196,0,0,6.0,0.4,0.0024390243902439024,1.0,6.0
3686,864000,0,193,0,0,6.0,0.4,0.0024390243902439024,1.0,6.0
3687,936000,0,204,0,0,6.0,0.4,0.0024390243902439024,1.0,6.0
3688,1008000,0,196,0,0,6.0,0.4,0.0024390243902439024,1.0,6.0
3689,1080000,0,178,0,0,6.0,0.4,0.0024390243902439024,1.0,6.0
3690,72000,1,195,1,5,6.0,0.4,0.0024390243902439024,1.0,7.0
3691,144000,2,183,2,10,6.0,0.4,0.0024390243902439024,1.0,7.0
3692,216000,4,186,1,23,6.0,0.4,0.0024390243902439024,1.0,7.0
3693,288000,6,186,3,33,6.0,0.4,0.0024390243902439024,1.0,7.0
3694,360000,10,182,7,53,6.0,0.4,0.0024390243902439024,1.0,7.0
3695,432000,8,182,2,46,6.0,0.4,0.0024390243902439024,1.0,7.0
3696,504000,6,177,3,33,6.0,0.4,0.0024390243902439024,1.0,7.0
3697,576000,4,197,1,23,6.0,0.4,0.0024390243902439024,1.0,7.0
3698,648000,4,203,2,22,6.0,0.4,0.0024390243902439024,1.0,7.0
3699,720000,5,182,2,28,6.0,0.4,0.0024390243902439024,1.0,7.0
3700,792000,4,186,2,22,6.0,0.4,0.0024390243902439024,1.0,7.0
3701,864000,0,200,0,0,6.0,0.4,0.0024390243902439024,1.0,7.0
3702,936000,0,202,0,0,6.0,0.4,0.0024390243902439024,1.0,7.0
3703,1008000,0,202,0,0,6.0,0.4,0.0024390243902439024,1.0,7.0
3704,1080000,0,176,0,0,6.0,0.4,0.0024390243902439024,1.0,7.0
3705,72000,1,189,1,5,6.0,0.4,0.0024390243902439024,1.0,8.0
3706,144000,0,194,0,0,6.0,0.4,0.0024390243902439024,1.0,8.0
3707,216000,0,180,0,0,6.0,0.4,0.0024390243902439024,1.0,8.0
3708,288000,0,200,0,0,6.0,0.4,0.0024390243902439024,1.0,8.0
3709,360000,0,193,0,0,6.0,0.4,0.0024390243902439024,1.0,8.0
3710,432000,0,184,0,0,6.0,0.4,0.0024390243902439024,1.0,8.0
3711,504000,0,197,0,0,6.0,0.4,0.0024390243902439024,1.0,8.0
3712,576000,0,186,0,0,6.0,0.4,0.0024390243902439024,1.0,8.0
3713,648000,0,193,0,0,6.0,0.4,0.0024390243902439024,1.0,8.0
3714,720000,0,203,0,0,6.0,0.4,0.0024390243902439024,1.0,8.0
3715,792000,0,190,0,0,6.0,0.4,0.0024390243902439024,1.0,8.0
3716,864000,0,209,0,0,6.0,0.4,0.0024390243902439024,1.0,8.0
3717,936000,0,204,0,0,6.0,0.4,0.0024390243902439024,1.0,8.0
3718,1008000,0,185,0,0,6.0,0.4,0.0024390243902439024,1.0,8.0
3719,1080000,0,180,0,0,6.0,0.4,0.0024390243902439024,1.0,8.0
3720,72000,1,206,0,6,6.0,0.4,0.0024390243902439024,1.0,9.0
3721,144000,0,193,0,0,6.0,0.4,0.0024390243902439024,1.0,9.0
3722,216000,0,195,0,0,6.0,0.4,0.0024390243902439024,1.0,9.0
3723,288000,0,207,0,0,6.0,0.4,0.0024390243902439024,1.0,9.0
3724,360000,0,205,0,0,6.0,0.4,0.0024390243902439024,1.0,9.0
3725,432000,0,211,0,0,6.0,0.4,0.0024390243902439024,1.0,9.0
3726,504000,0,184,0,0,6.0,0.4,0.0024390243902439024,1.0,9.0
3727,576000,0,178,0,0,6.0,0.4,0.0024390243902439024,1.0,9.0
3728,648000,0,200,0,0,6.0,0.4,0.0024390243902439024,1.0,9.0
3729,720000,0,201,0,0,6.0,0.4,0.0024390243902439024,1.0,9.0
3730,792000,0,204,0,0,6.0,0.4,0.0024390243902439024,1.0,9.0
3731,864000,0,188,0,0,6.0,0.4,0.0024390243902439024,1.0,9.0
3732,936000,0,192,0,0,6.0,0.4,0.0024390243902439024,1.0,9.0
3733,1008000,0,187,0,0,6.0,0.4,0.0024390243902439024,1.0,9.0
3734,1080000,0,204,0,0,6.0,0.4,0.0024390243902439024,1.0,9.0
3735,72000,1,199,1,5,6.0,0.4,0.0024390243902439024,1.0,10.0
3736,144000,2,184,0,12,6.0,0.4,0.0024390243902439024,1.0,10.0
3737,216000,2,197,0,12,6.0,0.4,0.0024390243902439024,1.0,10.0
